,order_id,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category,revenue,quarter,year,month,week_day
4260,20002, Order Finished  , Dianna Vittorini       ,2012-08-12,9,82060,0.1,8206, Technology       , Computer Peripherals           ,73854,2012Q3,2012,August-2012,Sunday
4261,20066, Order Finished  , Anna Chung             ,2012-09-02,3,81580,0.02,1632, Office Supplies  , Envelopes                      ,79948,2012Q3,2012,September-2012,Sunday
4262,20615, Order Finished  , Benjamin Farhat        ,2012-04-15,29,302180,0.02,6044, Office Supplies  , Paper                          ,296136,2012Q2,2012,April-2012,Sunday
4263,20864, Order Returned  , Dianna Vittorini       ,2011-12-06,19,502900,0.06,30174, Furniture        , Office Furnishings             ,472726,2011Q4,2011,December-2011,Tuesday
4264,20868, Order Finished  , Rob Williams           ,2010-10-09,9,3218380,0.03,96551, Office Supplies  , Storage & Organization         ,3121829,2010Q4,2010,October-2010,Saturday
4265,21541, Order Finished  , Quincy Jones           ,2009-10-08,43,6089400,0.04,243576, Furniture        , Bookcases                      ,5845824,2009Q4,2009,October-2009,Thursday
4266,22661, Order Returned  , Dianna Vittorini       ,2010-09-26,11,36520,0.05,1826, Office Supplies  , Pens & Art Supplies            ,34694,2010Q3,2010,September-2010,Sunday
4267,22689, Order Finished  , Benjamin Farhat        ,2011-10-09,39,4810000,0.1,481000, Office Supplies  , Appliances                     ,4329000,2011Q4,2011,October-2011,Sunday
4268,23361, Order Finished  , Benjamin Patterson     ,2010-07-03,2,6460,0.06,388, Office Supplies  , Rubber Bands                   ,6072,2010Q3,2010,July-2010,Saturday
4270,23427, Order Finished  , Cindy Chapman          ,2011-08-08,30,885520,0.09,79697, Office Supplies  , Binders and Binder Accessories ,805823,2011Q3,2011,August-2011,Monday
4272,23943, Order Finished  , Cindy Stewart          ,2011-06-23,24,753060,0.03,22592, Office Supplies  , Pens & Art Supplies            ,730468,2011Q2,2011,June-2011,Thursday
4273,24608, Order Finished  , Quincy Jones           ,2012-08-14,50,394720,0.07,27630, Office Supplies  , Binders and Binder Accessories ,367090,2012Q3,2012,August-2012,Tuesday
4274,25507, Order Finished  , Ed Braxton             ,2009-08-05,8,1110400,0.06,66624, Office Supplies  , Storage & Organization         ,1043776,2009Q3,2009,August-2009,Wednesday
4275,25509, Order Finished  , Quincy Jones           ,2009-05-22,43,424560,0.06,25474, Office Supplies  , Binders and Binder Accessories ,399086,2009Q2,2009,May-2009,Friday
4276,25952, Order Returned  , Ed Braxton             ,2010-09-04,50,5728201,0.03,171846, Technology       , Telephones and Communication   ,5556355,2010Q3,2010,September-2010,Saturday
4277,26336, Order Finished  , Benjamin Farhat        ,2012-05-26,39,3033640,0.1,303364, Technology       , Computer Peripherals           ,2730276,2012Q2,2012,May-2012,Saturday
4278,27558, Order Finished  , Cindy Chapman          ,2011-07-07,21,846480,0.1,84648, Office Supplies  , Binders and Binder Accessories ,761832,2011Q3,2011,July-2011,Thursday
4280,29637, Order Finished  , Bruce Degenhardt       ,2009-05-25,34,1196380,0.09,107674, Technology       , Office Machines                ,1088706,2009Q2,2009,May-2009,Monday
4281,30469, Order Returned  , Cindy Chapman          ,2012-12-25,46,608520,0.1,60852, Office Supplies  , Pens & Art Supplies            ,547668,2012Q4,2012,December-2012,Tuesday
4282,31460, Order Finished  , Benjamin Patterson     ,2012-08-26,9,1981340,0.08,158507, Office Supplies  , Storage & Organization         ,1822833,2012Q3,2012,August-2012,Sunday
4283,31939, Order Finished  , Ashley Jarboe          ,2011-06-25,13,3013675,0.07,210957, Technology       , Telephones and Communication   ,2802718,2011Q2,2011,June-2011,Saturday
4284,33826, Order Finished  , Ashley Jarboe          ,2010-12-19,13,371660,0.03,11150, Furniture        , Office Furnishings             ,360510,2010Q4,2010,December-2010,Sunday
4286,34659, Order Finished  , Cindy Chapman          ,2012-11-19,42,518860,0.0,0, Office Supplies  , Binders and Binder Accessories ,518860,2012Q4,2012,November-2012,Monday
4287,35200, Order Finished  , Ricardo Block          ,2009-02-05,15,300480,0.08,24038, Furniture        , Office Furnishings             ,276442,2009Q1,2009,February-2009,Thursday
4288,35456, Order Finished  , Cindy Chapman          ,2012-11-01,37,92740,0.03,2782, Office Supplies  , Rubber Bands                   ,89958,2012Q4,2012,November-2012,Thursday
4289,35840, Order Finished  , Ashley Jarboe          ,2010-05-29,36,346160,0.04,13846, Office Supplies  , Labels                         ,332314,2010Q2,2010,May-2010,Saturday
4290,36069, Order Finished  , Ashley Jarboe          ,2009-12-05,13,906180,0.09,81556, Office Supplies  , Envelopes                      ,824624,2009Q4,2009,December-2009,Saturday
4291,36640, Order Finished  , Benjamin Patterson     ,2011-11-18,18,832780,0.06,49967, Technology       , Computer Peripherals           ,782813,2011Q4,2011,November-2011,Friday
4292,36931, Order Finished  , Ashley Jarboe          ,2011-01-19,46,361120,0.1,36112, Office Supplies  , Pens & Art Supplies            ,325008,2011Q1,2011,January-2011,Wednesday
4293,37543, Order Finished  , Ed Braxton             ,2011-12-31,6,483700,0.01,4837, Office Supplies  , Pens & Art Supplies            ,478863,2011Q4,2011,December-2011,Saturday
4294,39111, Order Finished  , Cindy Stewart          ,2011-07-25,1,364800,0.09,32832, Office Supplies  , Storage & Organization         ,331968,2011Q3,2011,July-2011,Monday
4295,39139, Order Finished  , Ed Braxton             ,2010-11-13,6,1254906,0.07,87843, Technology       , Telephones and Communication   ,1167063,2010Q4,2010,November-2010,Saturday
4296,39490, Order Returned  , Ashley Jarboe          ,2012-08-12,38,912060,0.02,18241, Office Supplies  , Pens & Art Supplies            ,893819,2012Q3,2012,August-2012,Sunday
4297,39938, Order Finished  , Cindy Chapman          ,2012-06-10,5,338540,0.1,33854, Office Supplies  , Pens & Art Supplies            ,304686,2012Q2,2012,June-2012,Sunday
4298,40098, Order Finished  , Dianna Vittorini       ,2012-02-05,46,1114700,0.0,0, Office Supplies  , Binders and Binder Accessories ,1114700,2012Q1,2012,February-2012,Sunday
4299,41056, Order Finished  , Dario Medina           ,2012-03-26,4,275080,0.08,22006, Technology       , Computer Peripherals           ,253074,2012Q1,2012,March-2012,Monday
4300,42115, Order Finished  , Ed Braxton             ,2012-02-18,21,1347840,0.01,13478, Technology       , Computer Peripherals           ,1334362,2012Q1,2012,February-2012,Saturday
4302,45476, Order Finished  , Ashley Jarboe          ,2012-04-18,48,2111960,0.07,147837, Office Supplies  , Appliances                     ,1964123,2012Q2,2012,April-2012,Wednesday
4304,47591, Order Finished  , Dario Medina           ,2012-01-02,27,558800,0.1,55880, Office Supplies  , Storage & Organization         ,502920,2012Q1,2012,January-2012,Monday
4305,49764, Order Finished  , Benjamin Farhat        ,2010-10-03,37,790740,0.07,55352, Office Supplies  ," Scissors, Rulers and Trimmers  ",735388,2010Q4,2010,October-2010,Sunday
4306,50118, Order Finished  , Dianna Vittorini       ,2010-03-18,19,674760,0.0,0, Furniture        , Tables                         ,674760,2010Q1,2010,March-2010,Thursday
4307,50183, Order Finished  , Dario Medina           ,2010-05-24,20,233100,0.09,20979, Office Supplies  , Envelopes                      ,212121,2010Q2,2010,May-2010,Monday
4308,50786, Order Finished  , Cindy Stewart          ,2009-10-12,4,975440,0.06,58526, Technology       , Office Machines                ,916914,2009Q4,2009,October-2009,Monday
4309,50978, Order Finished  , Cindy Stewart          ,2012-03-31,4,1632180,0.05,81609, Office Supplies  , Storage & Organization         ,1550571,2012Q1,2012,March-2012,Saturday
4310,50983, Order Finished  , Bruce Degenhardt       ,2011-06-28,39,6126200,0.06,367572, Office Supplies  , Storage & Organization         ,5758628,2011Q2,2011,June-2011,Tuesday
4311,52002, Order Finished  , Cindy Stewart          ,2009-06-04,11,4979700,0.06,298782, Furniture        , Tables                         ,4680918,2009Q2,2009,June-2009,Thursday
4312,52227, Order Finished  , Trudy Bell             ,2009-02-12,37,481040,0.05,24052, Office Supplies  , Paper                          ,456988,2009Q1,2009,February-2009,Thursday
4315,53120, Order Finished  , Cindy Chapman          ,2012-05-17,5,45500,0.09,4095, Office Supplies  , Paper                          ,41405,2012Q2,2012,May-2012,Thursday
4316,53920, Order Finished  , Anna Chung             ,2009-03-18,18,866620,0.05,43331, Office Supplies  , Storage & Organization         ,823289,2009Q1,2009,March-2009,Wednesday
4317,54630, Order Finished  , Rob Williams           ,2012-08-10,11,146440,0.06,8786, Office Supplies  , Paper                          ,137654,2012Q3,2012,August-2012,Friday
4318,55299, Order Finished  , Quincy Jones           ,2012-03-30,20,44560,0.09,4010, Office Supplies  , Rubber Bands                   ,40550,2012Q1,2012,March-2012,Friday
4319,55520, Order Finished  , Dario Medina           ,2011-05-07,43,1051540,0.08,84123, Technology       , Office Machines                ,967417,2011Q2,2011,May-2011,Saturday
4322,56711, Order Finished  , Trudy Bell             ,2011-02-06,25,2558900,0.01,25589, Office Supplies  , Paper                          ,2533311,2011Q1,2011,February-2011,Sunday
4323,56769, Order Returned  , Cindy Stewart          ,2010-11-29,11,911180,0.02,18224, Furniture        , Office Furnishings             ,892956,2010Q4,2010,November-2010,Monday
4324,57440, Order Returned  , Rob Williams           ,2010-07-23,12,2342464,0.04,93699, Technology       , Telephones and Communication   ,2248765,2010Q3,2010,July-2010,Friday
4325,57889, Order Finished  , Trudy Bell             ,2010-04-07,39,1446615,0.01,14466, Technology       , Telephones and Communication   ,1432149,2010Q2,2010,April-2010,Wednesday
4326,58564, Order Finished  , Benjamin Farhat        ,2012-11-12,49,206060,0.07,14424, Office Supplies  ," Scissors, Rulers and Trimmers  ",191636,2012Q4,2012,November-2012,Monday
4327,59072, Order Returned  , Dianna Vittorini       ,2009-05-25,12,157880,0.03,4736, Office Supplies  , Binders and Binder Accessories ,153144,2009Q2,2009,May-2009,Monday
4328,59652, Order Returned  , Anna Chung             ,2011-01-27,17,624070,0.05,31204, Technology       , Telephones and Communication   ,592866,2011Q1,2011,January-2011,Thursday
4329,59783, Order Finished  , Cindy Chapman          ,2010-08-19,36,154860,0.01,1549, Office Supplies  ," Scissors, Rulers and Trimmers  ",153311,2010Q3,2010,August-2010,Thursday
4330,195, Order Finished  , Brad Thomas            ,2010-12-27,34,2631480,0.03,78944, Office Supplies  , Pens & Art Supplies            ,2552536,2010Q4,2010,December-2010,Monday
4331,224, Order Finished  , Bart Folk              ,2009-06-17,25,369720,0.09,33275, Furniture        , Office Furnishings             ,336445,2009Q2,2009,June-2009,Wednesday
4332,263, Order Finished  , Paul Lucas             ,2009-05-16,25,273540,0.09,24619, Office Supplies  , Binders and Binder Accessories ,248921,2009Q2,2009,May-2009,Saturday
4333,353, Order Finished  , Dean Percer            ,2010-12-30,21,93880,0.02,1878, Office Supplies  , Pens & Art Supplies            ,92002,2010Q4,2010,December-2010,Thursday
4335,448, Order Finished  , Brad Thomas            ,2011-08-20,22,2324801,0.09,209232, Technology       , Telephones and Communication   ,2115569,2011Q3,2011,August-2011,Saturday
4336,871, Order Finished  , David Kendrick         ,2011-11-14,17,209880,0.06,12593, Furniture        , Office Furnishings             ,197287,2011Q4,2011,November-2011,Monday
4337,929, Order Finished  , Luke Foster            ,2012-10-01,21,455320,0.04,18213, Technology       , Computer Peripherals           ,437107,2012Q4,2012,October-2012,Monday
4338,967, Order Finished  , Maureen Gastineau      ,2012-06-20,6,181120,0.03,5434, Technology       , Office Machines                ,175686,2012Q2,2012,June-2012,Wednesday
4339,1575, Order Finished  , Dave Poirier           ,2011-09-12,26,267300,0.05,13365, Office Supplies  , Paper                          ,253935,2011Q3,2011,September-2011,Monday
4340,1637, Order Finished  , Aleksandra Gannaway    ,2011-02-07,36,2451040,0.1,245104, Office Supplies  , Storage & Organization         ,2205936,2011Q1,2011,February-2011,Monday
4341,1888, Order Finished  , Kean Thornton          ,2010-10-30,38,2528920,0.0,0, Furniture        , Tables                         ,2528920,2010Q4,2010,October-2010,Saturday
4342,2052, Order Returned  , Rob Lucas              ,2012-04-12,23,215860,0.0,0, Office Supplies  , Binders and Binder Accessories ,215860,2012Q2,2012,April-2012,Thursday
4343,2055, Order Returned  , Nora Paige             ,2010-09-03,7,132820,0.05,6641, Office Supplies  , Envelopes                      ,126179,2010Q3,2010,September-2010,Friday
4344,2309, Order Finished  , Eric Barreto           ,2011-09-03,7,54020,0.05,2701, Office Supplies  , Binders and Binder Accessories ,51319,2011Q3,2011,September-2011,Saturday
4345,2341, Order Finished  , Sara Luxemburg         ,2010-05-29,29,314980,0.09,28348, Office Supplies  , Paper                          ,286632,2010Q2,2010,May-2010,Saturday
4346,2436, Order Finished  , Adam Hart              ,2011-09-10,14,660420,0.07,46229, Office Supplies  , Paper                          ,614191,2011Q3,2011,September-2011,Saturday
4347,2500, Order Returned  , Bobby Elias            ,2012-08-14,5,45120,0.04,1805, Office Supplies  , Binders and Binder Accessories ,43315,2012Q3,2012,August-2012,Tuesday
4348,2535, Order Finished  , Roland Fjeld           ,2010-05-24,6,165440,0.08,13235, Technology       , Computer Peripherals           ,152205,2010Q2,2010,May-2010,Monday
4349,2658, Order Finished  , Bill Shonely           ,2011-09-22,34,459020,0.04,18361, Office Supplies  , Paper                          ,440659,2011Q3,2011,September-2011,Thursday
4350,2725, Order Finished  , Dave Poirier           ,2009-05-20,39,4356862,0.01,43569, Technology       , Telephones and Communication   ,4313293,2009Q2,2009,May-2009,Wednesday
4351,2756, Order Finished  , Denny Ordway           ,2009-04-17,25,2689760,0.06,161386, Technology       , Computer Peripherals           ,2528374,2009Q2,2009,April-2009,Friday
4353,2914, Order Finished  , Maureen Gastineau      ,2010-03-02,3,125760,0.09,11318, Office Supplies  , Paper                          ,114442,2010Q1,2010,March-2010,Tuesday
4355,3042, Order Finished  , Christy Brittain       ,2009-11-20,26,207740,0.1,20774, Office Supplies  , Pens & Art Supplies            ,186966,2009Q4,2009,November-2009,Friday
4356,3175, Order Finished  , Bradley Drucker        ,2009-07-14,23,7107240,0.07,497507, Office Supplies  , Storage & Organization         ,6609733,2009Q3,2009,July-2009,Tuesday
